NumRequests,TimeElapsed
1,0.0242452
1,0.0243396
1,0.0246424
20,0.172184
20,0.124665
20,0.126948
60,0.340566
60,0.351351
60,0.344779
80,0.454695
80,0.455343
80,0.456026
100,0.563064
100,0.587218
100,0.560308
120,0.66587
120,0.662149
120,0.687763
160,0.883199
160,0.881246
160,1.30785
180,0.985442
180,1.03068
180,1.00415
200,1.09067
200,1.09809
200,1.13248
