NumRequests,TimeElapsed
1,0.044177865
1,0.042625545
1,0.04540268
20,0.184266856
20,0.191893154
20,0.182393932
60,0.527369144
60,0.549946632
60,0.497115057
80,0.670101568
80,0.67961169
80,0.677797767
100,0.878847938
100,0.829340204
100,0.84931306
120,1.001534606
120,1.004650646
120,1.017170106
160,1.337073397
160,1.331343523
160,1.335920282
180,1.496965241
180,1.504165733
180,1.492571185
200,1.6738263020000002
200,1.663540071
200,1.697506405
