Run,TimeMs
0,16812
1,16820
2,16796
3,17825
4,16771
5,16774
6,16864
7,16855
8,16781
9,16849
10,17808
11,17809
12,16854
13,16767
14,16828
15,16814
16,17786
17,17799
18,17792
19,17810
20,16801
21,18817
22,17812
23,16806
24,16774
25,16822
26,16797
27,19843
28,17823
29,16762
30,16800
31,16814
32,17025
33,16801
34,17811
35,17779
36,16817
37,17820
38,16837
39,16777
40,16810
41,17811
42,16795
43,16795
44,16828
45,23811
46,16790
47,16823
48,16797
49,16786
